no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status,total_assets
3,1,1,5300000,19600000,2,433,3000000,0,35400000
1,1,1,400000,1300000,18,801,600000,0,1600000
3,0,1,6500000,22400000,6,488,6800000,1,50200000
0,1,1,2300000,6000000,16,756,1200000,0,12500000
3,0,0,1000000,2800000,4,757,900000,0,6400000
5,1,0,3200000,10100000,6,828,3000000,0,23200000
3,0,1,3400000,7200000,12,733,2200000,0,15600000
0,1,0,9600000,38200000,8,421,13800000,1,49300000
3,1,0,5300000,20300000,4,872,7600000,0,30000000
3,0,0,4700000,17400000,10,393,5300000,1,36400000
3,0,0,9700000,37800000,12,700,11900000,0,45300000
5,0,0,8800000,21600000,18,613,8400000,0,57500000
5,0,0,5900000,13400000,6,455,6900000,1,36000000
4,0,1,2400000,7100000,16,871,3500000,0,15800000
4,0,1,7900000,21500000,16,497,7700000,1,30500000
0,0,0,1400000,2700000,2,649,1100000,0,9100000
0,0,1,3500000,10000000,14,709,5000000,0,16300000
4,0,0,3400000,13500000,12,705,4900000,0,19400000
2,0,0,6100000,23600000,2,476,3800000,0,30000000
2,1,1,3000000,7100000,4,819,2100000,0,16200000
5,1,1,3400000,9400000,16,535,3200000,1,21600000
0,0,1,400000,1200000,14,889,200000,0,2000000
0,0,0,5900000,11800000,12,468,6200000,1,36600000
5,0,1,400000,800000,2,759,300000,0,1900000
3,0,1,9000000,33600000,2,426,11900000,0,58500000
0,0,1,8800000,23600000,8,712,11100000,0,31000000
4,0,1,2000000,4700000,2,615,3000000,0,7300000
2,0,0,4700000,14000000,12,784,6900000,0,30900000
4,1,0,2700000,6100000,16,677,3800000,0,9900000
1,1,0,2600000,7900000,12,306,3300000,1,12000000
1,1,1,9000000,25400000,16,655,7200000,0,59900000
4,1,0,5100000,19400000,8,755,5300000,0,17400000
2,0,0,6600000,25800000,18,598,5900000,0,23300000
2,0,0,4400000,9800000,18,712,6400000,0,14400000
4,1,1,1500000,4600000,6,524,1400000,1,10700000
1,1,0,6200000,23100000,16,838,7000000,0,34000000
4,0,1,900000,2900000,6,560,900000,0,5500000
3,1,0,7700000,26400000,12,759,10800000,0,28200000
2,0,1,600000,2400000,6,454,300000,1,3000000
4,1,0,4300000,16500000,4,539,2100000,0,26000000
2,1,1,8200000,27800000,16,827,10700000,0,46200000
0,1,0,3500000,11900000,12,686,2500000,0,19300000
1,0,1,9900000,34100000,14,371,6200000,1,60800000
5,0,0,700000,1900000,4,784,600000,0,3600000
1,0,1,2100000,7300000,16,826,1400000,0,12800000
2,1,0,3200000,10500000,12,502,4500000,1,15800000
0,0,0,2900000,7800000,8,367,3600000,1,12100000
0,1,0,7000000,18300000,6,541,8300000,1,33500000
1,0,0,3700000,13600000,16,608,2800000,0,16000000
3,1,1,4500000,13100000,12,570,5800000,0,22600000
3,0,0,200000,800000,18,752,200000,0,700000
5,1,1,5600000,20500000,8,873,7800000,0,34400000
5,0,0,5400000,18600000,2,538,4000000,0,29200000
4,1,0,300000,1000000,10,819,200000,0,1900000
1,0,1,7500000,29800000,18,770,8700000,0,34600000
5,1,1,2500000,9600000,6,345,2600000,1,10600000
4,0,1,3100000,8100000,12,730,4500000,0,19800000
1,0,1,7600000,19300000,20,835,8200000,0,30100000
3,1,1,500000,1700000,2,811,200000,0,2400000
2,1,0,2700000,5900000,14,662,3800000,0,12100000
2,1,1,3500000,13300000,4,420,2300000,0,16100000
5,1,0,3700000,11700000,4,413,2700000,0,25900000
2,1,1,5600000,20000000,10,367,6000000,1,37800000
5,1,1,4800000,16400000,14,390,4000000,1,20300000
4,1,1,5200000,12200000,2,602,7700000,0,31600000
3,0,0,2900000,11500000,16,843,4300000,0,15600000
1,0,0,2700000,6800000,20,713,1900000,0,9900000
3,0,0,5000000,16200000,8,591,5000000,0,19300000
2,1,1,2700000,9400000,14,701,1900000,0,13700000
4,1,1,2800000,10000000,12,655,3300000,0,17000000
3,1,1,7300000,20000000,18,720,9800000,0,48400000
0,0,1,5900000,15100000,10,794,5400000,0,25200000
0,0,0,8100000,21300000,2,392,11000000,1,52300000
3,0,1,1900000,7100000,6,583,2000000,0,9700000
5,0,0,1800000,6800000,18,457,1400000,1,7100000
0,1,1,7600000,17800000,14,570,9900000,0,48800000
1,0,0,9100000,30100000,14,890,7500000,0,62700000
2,1,1,5300000,12300000,14,472,3300000,1,32000000
2,1,0,3700000,10900000,12,788,2600000,0,14600000
0,1,0,9500000,35300000,6,605,7000000,0,53800000
3,0,0,8300000,30500000,10,473,11800000,1,46000000
5,0,0,6400000,21500000,16,728,9600000,0,22900000
5,0,1,5300000,17800000,16,505,4100000,1,32300000
0,0,1,5600000,19300000,6,407,8400000,1,21200000
1,0,1,900000,1700000,18,464,700000,1,3200000
0,0,1,2400000,7200000,20,514,1800000,1,12900000
1,0,0,9500000,23000000,10,627,9100000,0,61700000
2,1,1,7400000,14900000,20,627,10300000,0,45000000
4,1,1,1500000,3200000,10,858,1700000,0,6200000
3,0,1,8800000,30200000,8,607,5900000,0,47800000
5,1,1,4900000,14300000,4,663,5500000,0,34200000
1,1,1,8100000,26900000,6,522,4200000,1,43800000
2,1,1,2300000,9100000,20,610,3400000,0,12100000
5,1,1,3000000,6600000,16,462,3600000,1,18100000
2,1,1,3900000,9300000,8,591,3300000,0,23200000
4,0,1,1700000,6500000,20,636,2300000,0,8800000
0,1,1,2100000,4900000,10,359,1000000,1,7900000
4,0,1,9700000,25000000,4,542,13400000,1,51100000
5,1,1,3500000,11800000,4,642,3600000,0,17100000
5,1,1,1500000,5500000,4,414,1200000,0,5100000
3,1,1,8800000,26200000,20,865,12500000,0,56800000
3,0,0,900000,3100000,10,369,500000,1,3200000
0,0,1,3500000,10800000,14,838,1700000,0,25400000
5,1,0,5500000,21200000,4,582,3100000,0,37500000
5,1,1,9800000,23200000,10,416,8500000,1,49900000
5,0,0,2100000,5500000,20,705,1200000,0,11400000
0,0,0,1800000,5700000,18,306,1700000,1,6800000
5,0,1,5800000,13000000,8,851,4100000,0,33100000
5,0,0,6700000,17200000,18,613,7100000,0,41100000
3,0,0,4300000,16300000,10,366,5500000,1,25900000
1,0,0,1200000,2800000,12,431,900000,1,4200000
5,1,1,9700000,25900000,2,754,6700000,0,47500000
5,0,1,5400000,11200000,10,447,6000000,1,29600000
1,1,1,5300000,14100000,14,510,7800000,1,42600000
1,0,0,7300000,24200000,20,324,9000000,1,35000000
5,0,0,9500000,19200000,2,523,6700000,1,36000000
0,1,1,7200000,15600000,2,362,5900000,1,25900000
3,0,1,9000000,32900000,6,657,12000000,0,39700000
5,1,0,6500000,23300000,12,790,9500000,0,25800000
1,0,1,9500000,30500000,18,500,5500000,1,25100000
2,1,1,9900000,33200000,4,465,5000000,0,67700000
4,1,0,2900000,8700000,6,409,2200000,1,17400000
4,0,1,700000,1800000,20,626,300000,0,2500000
5,1,0,4200000,13400000,16,545,3500000,1,30500000
3,1,0,4200000,11400000,10,654,5700000,0,25400000
0,1,0,7600000,26500000,6,515,4000000,1,43100000
2,0,1,7100000,18800000,12,838,4900000,0,22900000
1,1,1,4700000,16000000,14,406,3300000,1,23600000
0,0,1,9800000,23200000,10,573,14600000,0,50800000
0,0,1,9800000,38700000,2,611,6000000,0,50000000
0,1,0,5100000,13400000,16,649,3900000,0,24100000
0,1,1,3300000,7700000,12,775,4200000,0,17700000
3,0,0,4500000,12500000,12,469,3400000,1,25900000
0,0,1,3900000,12800000,18,587,5000000,0,22400000
3,0,1,3200000,9900000,10,316,3600000,1,23400000
2,0,0,3200000,10400000,10,556,4500000,0,25300000
2,1,0,9600000,31200000,12,578,13500000,0,38600000
2,1,1,8700000,18900000,2,554,11500000,0,23800000
2,1,1,1900000,6800000,6,892,900000,0,11200000
2,1,1,2900000,10200000,10,315,1600000,1,15000000
0,1,0,6200000,12900000,10,695,4200000,0,27800000
0,1,0,5900000,20300000,4,806,4800000,0,20400000
4,1,1,3200000,12800000,8,638,3800000,0,14900000
1,1,1,1300000,5000000,4,610,900000,0,8700000
2,1,1,1300000,3200000,4,810,800000,0,10200000
1,0,0,8700000,33200000,4,866,10500000,0,59200000
3,1,0,6300000,23800000,10,760,8800000,0,32400000
3,0,0,4300000,11200000,6,556,5100000,0,29800000
3,1,1,6400000,23500000,12,684,7400000,0,52800000
5,1,1,7700000,25800000,18,578,10600000,0,39900000
2,1,0,6900000,23900000,12,814,6000000,0,41500000
0,1,0,4200000,14800000,20,510,2600000,1,26800000
4,1,0,3900000,9000000,2,674,3100000,0,28400000
0,0,1,2000000,4900000,14,570,1300000,0,10700000
1,1,0,500000,1700000,2,680,700000,0,2900000
0,0,0,3500000,8800000,12,803,3400000,0,14100000
2,1,1,3100000,10700000,16,357,3800000,1,18800000
3,1,1,4900000,19000000,4,575,4600000,0,39700000
1,1,0,1000000,3600000,4,546,500000,0,5100000
2,0,0,6700000,21400000,8,370,8600000,1,35100000
1,0,0,4100000,9400000,6,713,3100000,0,12100000
4,1,1,1600000,3800000,2,896,2000000,0,6400000
3,0,1,2400000,9200000,14,626,2000000,0,12400000
0,0,0,2200000,6400000,4,854,1300000,0,9000000
4,0,0,3200000,8400000,18,802,4700000,0,9500000
4,1,1,1600000,4400000,20,382,1900000,1,7200000
2,1,0,3900000,14900000,6,415,4600000,1,16000000
5,0,1,2000000,6300000,4,366,2800000,0,12900000
1,0,1,7600000,25400000,10,595,11000000,0,33200000
1,1,0,9800000,21300000,2,356,14600000,1,61000000
5,1,0,7900000,29900000,6,568,8700000,0,35600000
1,0,0,1600000,4000000,10,615,1400000,0,10400000
1,0,1,6400000,13900000,12,313,4900000,1,43500000
1,0,1,6400000,17900000,6,575,5300000,0,37300000
4,0,0,1600000,5500000,10,577,1400000,0,5700000
0,0,0,9200000,30700000,10,455,5200000,1,59800000
1,1,0,7800000,24900000,6,500,4500000,1,41800000
1,1,1,4000000,9400000,8,509,5500000,1,15900000
2,1,1,6100000,19400000,8,379,4100000,1,30400000
5,0,0,7100000,14500000,14,664,9200000,0,33900000
0,1,1,2500000,9900000,6,623,1800000,0,14000000
5,0,0,3200000,8700000,16,558,1800000,0,14200000
4,0,0,1700000,4300000,18,580,1700000,0,10500000
4,0,0,6300000,17600000,6,612,3200000,0,42800000
4,0,1,700000,2400000,14,705,700000,0,2100000
4,0,1,1100000,2700000,18,301,1500000,1,7700000
1,1,1,8900000,32000000,16,711,5200000,0,27600000
3,0,0,300000,700000,20,735,400000,0,2000000
1,1,0,2200000,5200000,14,682,1800000,0,9300000
3,1,0,3400000,13500000,10,348,4700000,1,19800000
0,0,1,7900000,23500000,20,750,4000000,0,53300000
3,1,1,5800000,18200000,16,835,7900000,0,21700000
0,0,1,9400000,20000000,6,389,10200000,1,42500000
2,0,0,4800000,18900000,4,866,5900000,0,30100000
3,1,0,7600000,26600000,4,689,8600000,0,30200000
0,1,0,5900000,17600000,16,645,8600000,0,39500000
1,0,1,4300000,10100000,2,797,4700000,0,25200000
5,0,0,6100000,17800000,6,849,7800000,0,29900000
5,0,0,5400000,19700000,20,423,7300000,1,32200000
1,1,1,5200000,11200000,2,370,6400000,1,36800000
5,1,0,8500000,31300000,12,378,8800000,1,64900000
4,1,0,900000,1900000,20,417,900000,1,4600000
1,1,0,1400000,4100000,20,530,1900000,1,5300000
1,1,1,2400000,9300000,20,543,3400000,1,6500000
4,0,0,6300000,15000000,18,750,7700000,0,22700000
1,0,0,3100000,7600000,20,346,4400000,1,13400000
4,0,1,6900000,19000000,14,330,8400000,1,35200000
2,1,1,3000000,7400000,10,712,3800000,0,17700000
0,1,0,3100000,10100000,14,376,4300000,1,20600000
4,1,0,600000,1200000,14,338,500000,1,3300000
4,1,1,4700000,13700000,14,600,5000000,0,38200000
1,0,0,2500000,6900000,20,495,3700000,1,13800000
0,0,0,9700000,30400000,4,300,9200000,0,71800000
4,1,1,7600000,20000000,18,691,11200000,0,37100000
1,0,0,8400000,24700000,8,519,6000000,1,46900000
3,0,1,3800000,15100000,20,540,3600000,1,19700000
3,1,1,3100000,11400000,16,562,3100000,0,14400000
2,1,0,5700000,21300000,10,323,5100000,1,29000000
1,0,1,5500000,19700000,10,312,3300000,1,37100000
1,1,1,200000,600000,2,511,200000,0,1400000
3,1,1,3700000,13800000,10,621,5300000,0,16700000
2,1,1,1600000,4300000,20,512,900000,1,12000000
4,0,0,3900000,11000000,2,786,2100000,0,20200000
3,1,1,700000,1600000,18,303,600000,1,3100000
3,0,1,5800000,16700000,18,633,3700000,0,31200000
4,0,1,3800000,14000000,6,711,3100000,0,31300000
2,0,0,6400000,16900000,16,472,4500000,1,33400000
1,0,1,5500000,12100000,4,350,6900000,1,32700000
1,1,1,6800000,13700000,10,879,6800000,0,25100000
4,1,0,6700000,13400000,10,436,7500000,1,28000000
1,0,1,5300000,11500000,14,848,5700000,0,19600000
2,0,0,6600000,23200000,16,555,3300000,0,39700000
2,0,0,6600000,13100000,20,885,6200000,0,35800000
0,1,0,7600000,25200000,6,888,7500000,0,48100000
4,1,1,2500000,6100000,20,478,3200000,1,16200000
4,1,0,1100000,2500000,4,603,500000,0,7200000
1,1,0,2300000,8200000,8,784,1100000,0,9600000
1,0,1,3300000,11700000,4,682,1600000,0,21300000
4,0,1,2600000,5900000,6,471,3400000,1,12700000
4,1,1,9300000,36700000,20,808,7100000,0,57700000
4,1,0,5300000,18500000,8,470,4900000,1,27100000
2,1,0,5400000,13800000,20,574,3700000,0,21000000
4,1,1,3500000,12000000,8,314,2700000,1,20400000
2,0,0,4200000,10200000,14,407,2500000,1,22400000
0,1,1,9200000,34900000,4,702,9800000,0,57000000
2,0,0,4300000,9800000,2,499,5100000,1,21500000
1,0,1,7500000,19900000,10,669,7300000,0,28700000
5,1,1,5400000,18800000,20,326,3200000,1,34600000
3,1,0,5500000,16200000,18,778,6100000,0,30700000
2,1,1,2100000,4500000,2,787,2100000,0,13600000
0,0,0,3700000,12300000,16,831,2400000,0,21400000
0,0,0,8800000,32900000,18,576,5600000,0,42600000
5,1,0,5800000,22800000,12,600,5700000,0,37800000
4,0,0,7900000,30600000,2,569,7400000,0,31100000
1,1,1,3100000,6300000,20,867,4000000,0,14600000
0,1,0,4100000,14500000,12,441,3900000,1,25900000
2,1,1,9800000,32700000,2,304,8600000,0,48200000
5,1,0,3300000,8400000,18,520,4000000,1,17800000
0,0,0,2000000,6200000,14,613,1300000,0,7300000
2,1,1,600000,1100000,8,885,300000,0,1900000
4,1,1,3600000,9500000,2,841,2100000,0,22800000
2,1,0,7500000,29100000,20,815,9100000,0,47200000
5,0,1,200000,400000,18,822,300000,0,1100000
4,1,0,9900000,29100000,18,772,11700000,0,70300000
5,0,1,6100000,22500000,6,776,4800000,0,41300000
4,1,1,3500000,10300000,10,337,4500000,1,25100000
0,1,1,7800000,19000000,12,333,9600000,1,60900000
3,1,1,8700000,29300000,4,312,4900000,0,41800000
2,0,1,5500000,12400000,14,842,5800000,0,22500000
3,0,1,1800000,5100000,8,790,2000000,0,3800000
2,0,0,8000000,31900000,16,806,5400000,0,44900000
5,1,1,7500000,17000000,8,300,6700000,1,35000000
5,0,1,3700000,12000000,12,605,3100000,0,19900000
2,0,1,1600000,4700000,12,582,1000000,0,8000000
5,0,0,1300000,2700000,6,607,1600000,0,7000000
5,0,1,2400000,8200000,10,709,2800000,0,14600000
4,0,1,4100000,11600000,14,854,5700000,0,20100000
2,1,1,7300000,15200000,20,776,4100000,0,50700000
1,0,1,8000000,24600000,12,649,9200000,0,34200000
3,1,0,7900000,28000000,4,394,3900000,0,54200000
4,1,0,7200000,18900000,16,371,4900000,1,39600000
3,1,0,6200000,13200000,14,707,4200000,0,49200000
2,1,1,5700000,18100000,20,491,3900000,1,24600000
0,0,1,5800000,14100000,16,570,3700000,0,28800000
1,1,0,900000,3500000,18,395,1300000,1,6300000
0,1,1,2200000,7500000,10,497,1800000,1,10100000
3,1,1,1800000,5300000,14,440,1000000,1,5800000
0,1,1,800000,2400000,16,825,1100000,0,3800000
2,0,1,7600000,18100000,14,320,8500000,1,45400000
2,0,1,4100000,13500000,4,846,2400000,0,28100000
3,0,1,4600000,10900000,12,856,3300000,0,28000000
3,0,0,2300000,6800000,10,418,1400000,1,11800000
0,1,1,8000000,21100000,6,306,8700000,1,56100000
2,1,1,3800000,14500000,16,567,3000000,0,15500000
2,1,1,9500000,36800000,6,493,6200000,1,70000000
2,0,0,9300000,21200000,2,509,6600000,1,41200000
4,0,0,4700000,17000000,4,364,6200000,0,26300000
5,1,0,6000000,24000000,20,639,6600000,0,22700000
2,0,1,5500000,21700000,2,309,7600000,0,34400000
0,1,1,4600000,14800000,6,433,6700000,1,27800000
5,1,0,9900000,33600000,20,580,14700000,0,55200000
1,0,1,6200000,16200000,4,888,4000000,0,36200000
4,1,1,400000,1100000,6,644,400000,0,2900000
1,1,1,7800000,22200000,10,763,4900000,0,39600000
0,0,1,2900000,10800000,20,694,2100000,0,17200000
3,1,0,500000,1200000,6,757,600000,0,2600000
0,1,0,2500000,6900000,12,471,1500000,1,16300000
5,1,0,9000000,35200000,2,437,10400000,0,54500000
4,1,1,5200000,11400000,10,406,4400000,1,29700000
5,1,0,6000000,19700000,20,376,5500000,1,42500000
1,0,0,5100000,13800000,14,350,3600000,1,21000000
5,1,1,8000000,22500000,20,784,10800000,0,40900000
4,0,1,9200000,25400000,14,765,5600000,0,52900000
4,1,0,9800000,32200000,18,593,14300000,0,43900000
3,0,1,7600000,30000000,10,344,11100000,1,60300000
1,0,0,5100000,11800000,12,314,4900000,1,34700000
4,0,1,1500000,3300000,16,382,1100000,1,5800000
2,1,1,6200000,16500000,4,510,6300000,1,37000000
2,0,1,6300000,24600000,8,464,6900000,1,22900000
1,0,1,5500000,14900000,2,403,4100000,1,36000000
3,1,0,8100000,30400000,12,606,11600000,0,33900000
1,0,0,6300000,22000000,20,646,5500000,0,30900000
1,0,0,1100000,3600000,20,495,500000,1,5800000
3,1,1,7200000,21600000,2,626,3700000,0,39100000
1,1,1,3000000,6000000,16,518,3900000,1,17100000
5,0,0,2700000,7600000,8,746,3400000,0,10300000
0,1,0,5000000,16300000,12,737,4400000,0,17800000
0,1,0,8400000,22300000,14,371,9100000,1,34300000
1,0,0,7700000,27300000,8,509,10800000,1,32500000
1,0,0,4700000,14000000,2,411,3700000,1,20300000
2,1,0,4300000,11800000,20,701,3300000,0,30400000
5,1,0,2500000,8800000,10,769,2700000,0,13500000
5,1,1,4400000,12500000,6,740,5400000,0,20400000
5,1,0,5700000,11600000,4,892,7400000,0,36100000
2,1,0,5300000,13100000,14,417,6800000,1,29300000
5,0,0,4600000,14400000,6,785,6200000,0,27500000
3,1,0,400000,1100000,16,504,400000,1,1400000
0,1,0,2100000,5900000,14,402,1000000,1,9200000
2,0,1,1200000,3500000,16,540,800000,1,8400000
2,0,1,8000000,28400000,10,607,11600000,0,44200000
1,0,1,5000000,19400000,10,410,4500000,1,29500000
0,1,0,8500000,17200000,12,624,5100000,0,33500000
4,0,0,4600000,16600000,16,805,2800000,0,24300000
2,0,0,4600000,16100000,18,709,5400000,0,29900000
2,1,1,8500000,30900000,14,511,5500000,1,49600000
1,0,1,7800000,25100000,18,766,10200000,0,30700000
3,1,1,1400000,3800000,16,451,1300000,1,8700000
1,1,1,3700000,10200000,4,447,3200000,1,16800000
3,1,1,1000000,2500000,18,763,1400000,0,3600000
5,1,0,900000,3100000,20,834,1300000,0,4000000
2,0,0,5600000,19500000,8,429,7200000,1,29400000
4,1,0,3200000,10600000,16,693,1800000,0,23100000
1,0,0,2900000,11100000,20,478,3000000,1,15600000
2,0,1,300000,800000,10,752,400000,0,1900000
0,0,1,2400000,5900000,14,319,3300000,1,15700000
3,0,0,5000000,17600000,8,303,6900000,1,28700000
3,1,1,5000000,16700000,20,420,6900000,1,24800000
2,1,1,200000,600000,8,552,200000,0,1300000
3,1,1,6000000,16000000,12,606,7800000,0,33500000
2,1,0,5600000,13700000,2,558,6700000,0,28900000
1,1,0,4500000,12400000,6,504,2200000,1,28300000
5,1,1,200000,300000,8,412,100000,1,500000
4,1,1,6200000,18300000,4,900,6400000,0,35600000
4,1,1,9800000,23800000,8,634,6100000,0,59700000
5,0,1,3900000,9000000,8,340,5200000,1,20700000
3,1,1,8300000,20900000,4,615,9600000,0,23600000
2,0,1,4900000,12200000,18,353,3600000,1,21600000
4,0,1,6900000,16300000,8,606,3600000,0,30400000
2,1,0,4500000,14500000,18,498,4800000,1,21600000
4,1,0,7500000,21900000,2,585,8100000,0,46500000
1,1,1,2300000,6400000,8,578,3000000,0,12400000
1,0,0,7400000,15500000,2,693,9300000,0,37600000
4,0,0,4800000,14300000,6,795,2600000,0,17000000
1,0,0,2600000,9900000,6,594,2500000,0,13900000
3,1,1,2700000,10600000,8,840,1900000,0,12500000
3,1,0,3700000,10900000,16,301,3400000,1,19700000
4,0,1,2600000,9400000,18,481,2400000,1,15700000
5,1,1,8800000,23100000,16,531,8000000,1,45500000
2,1,0,7500000,15400000,8,332,5400000,1,35100000
0,0,0,4700000,18500000,4,516,6100000,0,19800000
2,1,0,7100000,26600000,6,727,7900000,0,47400000
3,1,1,5500000,19300000,10,344,6600000,1,28100000
2,0,0,9500000,31500000,12,650,11400000,0,56400000
3,0,1,4200000,15400000,8,362,5600000,1,30700000
5,0,1,6900000,18600000,18,307,4200000,1,33600000
5,0,0,9900000,24600000,2,530,13000000,1,57400000
5,0,0,6700000,17700000,6,482,5700000,1,32100000
0,1,1,9300000,22200000,14,701,5700000,0,46600000
2,0,0,5600000,17200000,16,586,4300000,0,30100000
0,0,1,8100000,17600000,16,384,10200000,1,60200000
4,1,0,6000000,18000000,18,882,7500000,0,21400000
5,1,1,4200000,11200000,2,758,3800000,0,21400000
5,0,0,1600000,4000000,18,529,2000000,1,6800000
3,0,1,800000,1500000,2,589,400000,0,4400000
1,0,0,500000,1300000,6,670,700000,0,2900000
5,1,1,4300000,14100000,12,532,4600000,1,30300000
0,1,0,4000000,12500000,18,868,2300000,0,26200000
2,1,0,2900000,7300000,2,776,3400000,0,19800000
5,0,1,2300000,9100000,16,644,3100000,0,13200000
0,0,1,1800000,6000000,12,658,2400000,0,9700000
1,0,1,8700000,33900000,10,766,9000000,0,36500000
3,1,0,7800000,21100000,12,717,6200000,0,31800000
2,0,0,3200000,6300000,10,339,2700000,1,12500000
0,1,0,1600000,4500000,18,463,1800000,1,6200000
4,1,0,2400000,7300000,4,540,2200000,0,10600000
1,0,0,1800000,5900000,16,804,1000000,0,8300000
1,0,0,7500000,16000000,10,541,5100000,1,43200000
4,1,1,6700000,18400000,10,371,4400000,1,19000000
5,0,0,5800000,13700000,6,369,3000000,1,25300000
0,1,0,500000,1800000,2,651,200000,0,2400000
0,0,1,9400000,30700000,10,477,6200000,1,45800000
4,1,0,1600000,6200000,18,554,1100000,0,9500000
0,0,1,9300000,25000000,14,362,11000000,1,63300000
5,0,0,3700000,14000000,2,469,2800000,0,12400000
3,1,0,900000,1900000,12,547,400000,1,5800000
4,1,0,500000,1300000,6,809,500000,0,1400000
1,0,1,7800000,16200000,2,335,6400000,1,41500000
5,1,1,5300000,13700000,18,708,5900000,0,27700000
0,0,0,300000,700000,16,779,400000,0,1200000
0,0,1,5000000,19900000,6,748,3000000,0,28100000
0,0,0,7900000,28600000,18,541,6700000,1,26600000
4,0,0,5300000,15800000,2,527,3900000,1,28700000
0,1,1,5500000,15300000,4,859,2900000,0,35500000
0,0,0,1500000,5600000,18,604,1800000,0,8800000
5,0,0,6600000,20100000,18,348,7200000,1,31900000
4,0,1,6200000,16200000,20,734,4400000,0,27400000
3,0,0,6300000,17000000,16,388,3200000,1,29900000
0,0,1,3800000,8100000,20,831,2000000,0,15900000
5,1,0,500000,1500000,6,433,700000,1,2500000
2,0,1,5000000,15900000,16,699,7200000,0,32800000
0,1,0,4500000,17100000,8,303,4200000,1,33000000
4,1,0,1000000,3800000,2,611,600000,0,6000000
2,0,0,1700000,3700000,20,558,2500000,0,10500000
4,0,1,1200000,4800000,2,752,600000,0,6700000
5,1,1,8500000,25800000,14,786,11300000,0,57300000
0,0,0,8600000,29000000,18,481,5400000,1,51500000
2,0,0,400000,1300000,16,507,300000,1,1900000
